Path,Permission
/sitecore/templates/System/Feeds/RSS Feed/Caching/Cacheable,ar|sitecore\Sitecore Client Developing|pd|+field:write|+field:read|!*|pe|+field:write|+field:read|!*|ar|sitecore\Sitecore Client Maintaining|pd|+field:write|+field:read|!*|pe|+field:write|+field:read|!*|
/sitecore/templates/System/Feeds/RSS Feed/Caching/Cache Duration,ar|sitecore\Sitecore Client Developing|pd|+field:write|+field:read|!*|pe|+field:write|+field:read|!*|ar|sitecore\Sitecore Client Maintaining|pd|+field:write|+field:read|!*|pe|+field:write|+field:read|!*|
/sitecore/templates/System/Feeds/RSS Feed/Extensibility/Type,ar|sitecore\Sitecore Client Developing|pd|+field:write|+field:read|!*|pe|+field:write|+field:read|!*|ar|sitecore\Sitecore Client Maintaining|pd|+field:write|+field:read|!*|pe|+field:write|+field:read|!*|
/sitecore/templates/System/Forms,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Geospatial,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Html editor,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Html Editor Profiles,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Indexing and Search,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Item,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Item Buckets,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Item Buckets/Saved Search/__Standard Values,ar|sitecore\Everyone|pe|-item:read|au|$currentuser|pe|+item:read|
/sitecore/templates/System/Item section,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Language,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Layout,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Layout/Sections/Rendering Options/Editor Options/Datasource Location,ar|sitecore\Sitecore Client Developing|pd|+field:write|pe|+field:write|ar|sitecore\Sitecore Client Maintaining|pd|+item:delete|+item:rename|+item:write|pe|+item:delete|+item:rename|+item:write|ar|sitecore\Everyone|pd|+field:read|+item:read|!*|pe|+field:read|+item:read|!*|
/sitecore/templates/System/Layout/Sections/Rendering Options/Editor Options/Datasource Template,ar|sitecore\Sitecore Client Developing|pd|+field:write|pe|+field:write|ar|sitecore\Sitecore Client Maintaining|pd|+item:delete|+item:rename|+item:write|pe|+item:delete|+item:rename|+item:write|ar|sitecore\Everyone|pd|+field:read|+item:read|!*|pe|+field:read|+item:read|!*|
/sitecore/templates/System/Layout/Sections/Rendering Options/Editor Options/Compatible Renderings,ar|sitecore\Sitecore Client Developing|pd|+field:write|pe|+field:write|ar|sitecore\Sitecore Client Maintaining|pd|+item:delete|+item:rename|+item:write|pe|+item:delete|+item:rename|+item:write|ar|sitecore\Everyone|pd|+field:read|+item:read|!*|pe|+field:read|+item:read|!*|
/sitecore/templates/System/Layout/Sections/Rendering Options/Editor Options/Page Editor Buttons,ar|sitecore\Sitecore Client Developing|pd|+field:write|pe|+field:write|ar|sitecore\Sitecore Client Maintaining|pd|+item:delete|+item:rename|+item:write|pe|+item:delete|+item:rename|+item:write|ar|sitecore\Everyone|pd|+field:read|+item:read|!*|pe|+field:read|+item:read|!*|
/sitecore/templates/System/Main section,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Media,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Menus,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Navigation,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Node,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Notification,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Packages,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Portal,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Property,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Publishing target,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Reference,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Ribbon,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Root,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Rules,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Security,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Services,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Snippet,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Tasks,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Templates,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Templates/Sections/Advanced/Advanced/__Standard values,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Templates/Sections/Appearance/Appearance/__Context Menu,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Configuring|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Appearance/Appearance/__Display name,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Configuring|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Appearance/Appearance/__Editor,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Configuring|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Appearance/Appearance/__Editors,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Configuring|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Appearance/Appearance/__Hidden,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Configuring|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Appearance/Appearance/__Icon,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Configuring|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Appearance/Appearance/__Read Only,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Configuring|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Appearance/Appearance/__Ribbon,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Configuring|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Appearance/Appearance/__Sortorder,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Configuring|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Appearance/Appearance/__Subitems Sorting,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Configuring|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Appearance/Appearance/__Thumbnail,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Configuring|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Help/Help/__Help link,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Configuring|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Templates/Sections/Help/Help/__Long description,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Configuring|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Help/Help/__Short description,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Configuring|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Item Buckets/Item Buckets/__Is Bucket,ar|sitecore\Everyone|pe|-field:write|+field:read|pd|-field:write|+field:read|
/sitecore/templates/System/Templates/Sections/Layout/Layout/__Renderings,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Templates/Sections/Layout/Layout/__Final Renderings,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Layout/Layout/__Renderers,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Templates/Sections/Layout/Layout/__Controller,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Templates/Sections/Layout/Layout/__Controller Action,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Templates/Sections/Lifetime/Lifetime/__Valid to,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Maintaining|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Lifetime/Lifetime/__Hide version,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Maintaining|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Lifetime/Lifetime/__Valid from,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Maintaining|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Security/Security/__Security,ar|sitecore\Sitecore Client Securing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Templates/Sections/Statistics/Statistics/__Created,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Maintaining|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Statistics/Statistics/__Updated,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Maintaining|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Tasks/Tasks/__Archive date,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Maintaining|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Tasks/Tasks/__Reminder date,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Maintaining|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Tasks/Tasks/__Reminder recipients,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Maintaining|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Tasks/Tasks/__Reminder text,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Maintaining|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Validators/Validation Rules/__Quick Action Bar Validation Rules,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Templates/Sections/Validators/Validation Rules/__Validate Button Validation Rules,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Templates/Sections/Validators/Validation Rules/__Validator Bar Validation Rules,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Templates/Sections/Validators/Validation Rules/__Workflow Validation Rules,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Templates/Sections/Validators/Validation Rules/__Suppressed Validation Rules,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Templates/Sections/Workflow/Workflow/__Workflow,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Maintaining|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Workflow/Workflow/__Workflow state,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Maintaining|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Sections/Workflow/Workflow/__Default workflow,au|sitecore\Anonymous|pe|-field:read|pd|-field:read|ar|sitecore\Sitecore Client Maintaining|pe|+field:read|pd|+field:read|
/sitecore/templates/System/Templates/Template field/Validation Rules/Quick Action Bar,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Templates/Template field/Validation Rules/Validate Button,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Templates/Template field/Validation Rules/Validator Bar,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Templates/Template field/Validation Rules/Workflow,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Validation,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Validation/Field Type Validation Rules/Validation Rules/Quick Action Bar,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Validation/Field Type Validation Rules/Validation Rules/Validate Button,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Validation/Field Type Validation Rules/Validation Rules/Validator Bar,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Validation/Field Type Validation Rules/Validation Rules/Workflow,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Validation/Global Validation Rules/Validation Rules/Quick Action Bar,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Validation/Global Validation Rules/Validation Rules/Validate Button,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Validation/Global Validation Rules/Validation Rules/Validator Bar,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Validation/Global Validation Rules/Validation Rules/Workflow,ar|sitecore\Sitecore Client Developing|pe|+field:read|pd|+field:read|au|sitecore\Anonymous|pe|-field:read|pd|-field:read|
/sitecore/templates/System/Webhooks,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/System/Workflow,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/Foundation,ar|sitecore\Sitecore General Editor|pd|+item:delete|+item:write|+item:read|+item:rename|+item:create|pe|-item:delete|+item:read|-item:rename|-item:write|ar|sitecore\Sitecore General Reviewer|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/Feature,ar|sitecore\Sitecore General Editor|pd|+item:delete|+item:write|+item:read|+item:rename|+item:create|pe|-item:delete|+item:read|-item:rename|-item:write|ar|sitecore\Sitecore General Reviewer|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/Project,ar|sitecore\Sitecore General Editor|pd|+item:delete|+item:write|+item:read|+item:rename|+item:create|pe|-item:delete|+item:read|-item:rename|-item:write|ar|sitecore\Sitecore General Reviewer|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/Sample,ar|sitecore\Sitecore Common Editor|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|ar|sitecore\Sitecore General Reviewer|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|
/sitecore/templates/User Defined,ar|sitecore\Sitecore General Editor|pd|+item:delete|+item:write|+item:read|+item:rename|+item:create|pe|-item:delete|+item:read|-item:rename|-item:write|ar|sitecore\Sitecore General Reviewer|pd|-item:create|-item:delete|+item:read|-item:rename|-item:write|pe|-item:create|-item:delete|+item:read|-item:rename|-item:write|ar|sitecore\Sitecore Client Maintaining|pe|+item:delete|+item:create|
